gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
C11orf96	0.00	0.00	0.03	0.15	0.00	0.00	0.00	0.00	0.05	0.27	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
FBLN1	0.00	0.00	0.18	0.72	0.02	0.07	0.00	0.00	0.06	0.23	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.13	0.02	0.08	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
AQP1	0.00	0.00	0.01	0.03	0.00	0.01	0.00	0.00	0.01	0.03	0.18	0.44	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EPAS1	0.00	0.01	0.02	0.08	0.01	0.05	0.01	0.04	0.08	0.32	0.11	0.47	0.00	0.01	0.02	0.07	0.00	0.02	0.03	0.12	0.00	0.01	0.02	0.07	0.00	0.02	0.02	0.06	0.10	0.41	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.02
ADGRF5	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.02	0.12	0.03	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EFEMP1	0.00	0.00	0.03	0.10	0.01	0.02	0.00	0.00	0.01	0.03	0.02	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.14	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PLAC9	0.00	0.00	0.03	0.07	0.00	0.00	0.00	0.00	0.05	0.11	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
GNG2	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.01	0.04	0.01	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.01	0.05	0.01	0.06	0.01	0.07	0.01	0.06	0.01	0.04	0.02	0.08	0.01	0.03	0.01	0.03
NREP	0.00	0.00	0.00	0.11	0.00	0.02	0.00	0.01	0.00	0.15	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
PCDH12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RBPMS	0.00	0.00	0.01	0.03	0.01	0.02	0.00	0.00	0.02	0.05	0.02	0.06	0.00	0.00	0.00	0.00	0.01	0.04	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.02	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DPYSL3	0.00	0.00	0.01	0.07	0.00	0.01	0.00	0.00	0.00	0.02	0.01	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KCNE3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.03
SEC23A	0.00	0.01	0.01	0.03	0.00	0.01	0.00	0.01	0.01	0.03	0.00	0.02	0.01	0.03	0.01	0.05	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.03	0.01	0.03
DSE	0.00	0.01	0.00	0.03	0.00	0.00	0.01	0.06	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.04	0.01	0.06	0.01	0.05	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
PCDH17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CNN3	0.00	0.01	0.02	0.21	0.01	0.11	0.00	0.01	0.02	0.23	0.02	0.21	0.00	0.00	0.00	0.00	0.01	0.14	0.01	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.17	0.02	0.25	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MYLK	0.00	0.00	0.01	0.06	0.00	0.01	0.00	0.01	0.03	0.37	0.01	0.06	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.06	0.60	0.02	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
IGLC2	0.15	0.29	0.04	0.08	0.04	0.08	0.05	0.09	0.11	0.20	0.06	0.12	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.07	0.12	0.03	0.06	0.03	0.06	0.00	0.00	0.06	0.11	0.44	0.84	0.05	0.09	0.05	0.09	0.05	0.09	0.05	0.10	0.04	0.07	0.06	0.10	0.04	0.08	0.00	0.00	0.00	0.00
CCL2	0.01	0.01	0.07	0.14	0.01	0.01	0.12	0.24	0.07	0.15	0.06	0.12	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.11	0.23	0.03	0.06	0.08	0.17	0.12	0.24	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
ITGA4	0.02	0.04	0.00	0.01	0.00	0.00	0.02	0.05	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.01	0.03	0.02	0.05	0.00	0.00	0.01	0.01	0.01	0.01	0.03	0.07	0.02	0.04	0.03	0.06	0.02	0.05	0.02	0.06	0.02	0.05	0.02	0.06	0.00	0.00	0.01	0.01
TGFB1I1	0.00	0.00	0.02	0.12	0.00	0.01	0.00	0.00	0.04	0.21	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.20	0.04	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DUSP6	0.00	0.01	0.01	0.02	0.00	0.01	0.01	0.03	0.01	0.02	0.02	0.07	0.01	0.04	0.02	0.06	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.04	0.02	0.05	0.02	0.06	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.03
S1PR1	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00
MARCH1	0.02	0.04	0.00	0.00	0.00	0.00	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.02	0.04	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IFIT3	0.01	0.04	0.02	0.05	0.00	0.01	0.02	0.05	0.03	0.08	0.02	0.05	0.08	0.23	0.03	0.10	0.00	0.01	0.00	0.01	0.00	0.01	0.02	0.07	0.01	0.04	0.01	0.02	0.02	0.07	0.00	0.01	0.03	0.09	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.04	0.00	0.01
IGHG1	0.08	0.18	0.03	0.07	0.06	0.13	0.03	0.06	0.06	0.13	0.02	0.06	0.00	0.01	0.01	0.02	0.00	0.01	0.00	0.01	0.03	0.07	0.02	0.05	0.02	0.04	0.00	0.01	0.04	0.08	1.05	2.40	0.06	0.14	0.02	0.06	0.04	0.09	0.04	0.09	0.03	0.07	0.02	0.05	0.03	0.06	0.00	0.01	0.00	0.00
IGKC	0.45	1.03	0.15	0.35	0.19	0.44	0.16	0.37	0.40	0.92	0.17	0.39	0.01	0.02	0.02	0.05	0.02	0.05	0.03	0.07	0.26	0.60	0.10	0.24	0.12	0.27	0.02	0.04	0.22	0.50	1.46	3.32	0.15	0.34	0.12	0.28	0.14	0.32	0.15	0.35	0.11	0.25	0.15	0.34	0.15	0.34	0.01	0.02	0.01	0.02
TIE1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.08	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MPEG1	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.05	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.07	0.08	0.07	0.08	0.07	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
CAV1	0.00	0.01	0.05	0.19	0.02	0.08	0.00	0.01	0.13	0.50	0.16	0.58	0.00	0.00	0.00	0.00	0.01	0.05	0.01	0.02	0.00	0.01	0.00	0.02	0.00	0.01	0.07	0.28	0.15	0.56	0.03	0.10	0.00	0.02	0.00	0.00	0.01	0.03	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
APOL1	0.00	0.00	0.03	0.05	0.00	0.01	0.01	0.02	0.03	0.05	0.02	0.04	0.02	0.04	0.01	0.02	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.00	0.01	0.01	0.03	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.02
CRISPLD2	0.00	0.00	0.05	0.22	0.00	0.01	0.00	0.01	0.05	0.22	0.00	0.02	0.02	0.07	0.02	0.09	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.05	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.09	0.02	0.07
CYBB	0.03	0.05	0.00	0.00	0.00	0.00	0.13	0.17	0.00	0.00	0.00	0.00	0.02	0.03	0.02	0.03	0.00	0.00	0.00	0.00	0.05	0.06	0.18	0.23	0.14	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.17
DAB2	0.00	0.00	0.06	0.13	0.00	0.01	0.08	0.19	0.03	0.06	0.04	0.10	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.01	0.02	0.13	0.31	0.02	0.06	0.02	0.05	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.01
STAB1	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.23	0.00	0.01	0.05	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.16	0.35	0.04	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ZEB2	0.02	0.04	0.04	0.07	0.00	0.00	0.06	0.13	0.05	0.10	0.01	0.01	0.03	0.06	0.05	0.09	0.00	0.00	0.00	0.00	0.03	0.07	0.08	0.17	0.09	0.18	0.00	0.00	0.06	0.12	0.00	0.00	0.02	0.05	0.00	0.01	0.03	0.06	0.01	0.01	0.04	0.07	0.03	0.07	0.06	0.12	0.02	0.03	0.03	0.06
MXRA5	0.00	0.00	0.10	0.50	0.00	0.02	0.00	0.00	0.04	0.20	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.07	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NID1	0.00	0.00	0.04	0.26	0.00	0.00	0.00	0.00	0.04	0.27	0.02	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.03	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CD34	0.00	0.00	0.01	0.05	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LAMB1	0.00	0.01	0.04	0.22	0.00	0.01	0.00	0.00	0.02	0.14	0.03	0.16	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
DKK3	0.00	0.00	0.02	0.12	0.00	0.01	0.00	0.00	0.04	0.25	0.01	0.06	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.37	0.03	0.21	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
LIMS1	0.00	0.02	0.03	0.09	0.02	0.05	0.05	0.16	0.04	0.13	0.04	0.14	0.01	0.02	0.02	0.07	0.02	0.05	0.01	0.04	0.03	0.10	0.05	0.16	0.06	0.19	0.01	0.03	0.03	0.09	0.00	0.02	0.02	0.07	0.01	0.05	0.04	0.13	0.03	0.09	0.01	0.04	0.01	0.05	0.01	0.02	0.01	0.02	0.03	0.10
SMOC2	0.00	0.00	0.01	0.05	0.00	0.01	0.00	0.00	0.02	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SEMA7A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GLG1	0.00	0.02	0.01	0.06	0.00	0.02	0.01	0.03	0.01	0.04	0.01	0.04	0.00	0.01	0.01	0.03	0.00	0.02	0.01	0.03	0.01	0.03	0.01	0.03	0.00	0.02	0.01	0.04	0.01	0.04	0.00	0.01	0.01	0.03	0.00	0.02	0.01	0.03	0.01	0.03	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.01	0.03
TEK	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IFFO1	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
CALU	0.00	0.01	0.01	0.15	0.00	0.10	0.00	0.06	0.01	0.22	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.07	0.00	0.02	0.00	0.04	0.00	0.03	0.00	0.05	0.00	0.09	0.00	0.04	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.02
FGFR1	0.00	0.00	0.01	0.06	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.03	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.04	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SNAI2	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VGLL3	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FAM78A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TWIST1	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN4	0.00	0.02	0.01	0.06	0.01	0.08	0.01	0.07	0.02	0.15	0.02	0.13	0.00	0.03	0.01	0.04	0.01	0.09	0.01	0.09	0.01	0.05	0.01	0.04	0.01	0.04	0.03	0.16	0.02	0.13	0.00	0.01	0.01	0.07	0.00	0.02	0.01	0.04	0.01	0.05	0.01	0.05	0.01	0.06	0.01	0.05	0.00	0.03	0.01	0.05
PHLDB1	0.00	0.00	0.01	0.04	0.00	0.01	0.00	0.00	0.01	0.04	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01
EMCN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
HEYL	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
HLX	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02
CSPG4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DDR2	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CELF2	0.01	0.03	0.01	0.02	0.00	0.00	0.02	0.03	0.00	0.00	0.00	0.01	0.02	0.05	0.02	0.05	0.00	0.01	0.00	0.00	0.02	0.04	0.01	0.03	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.04	0.02	0.04	0.02	0.05	0.02	0.04	0.02	0.04	0.02	0.04	0.02	0.04	0.02	0.05	0.02	0.05
ADAMTS5	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MEF2C	0.02	0.10	0.00	0.01	0.00	0.00	0.01	0.05	0.02	0.12	0.02	0.09	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.05	0.01	0.06	0.01	0.05	0.00	0.01	0.02	0.10	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
FGD5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
